filename,type
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/87ff0509-cb86-48e9-837b-a439fb15004d.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/8495ee51-d202-48b3-ae8e-b80020baef4e.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/993ecc3e-aa5f-4ea7-9c05-98bb1d46983d.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/fc02a357-444d-43fe-8924-55e76b617770.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/c662f16e-45bf-49a4-8bdf-ef8fde7ec024.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/1904355b-7fd2-44aa-bc4f-f851199c2c78.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/6a637505-09a6-4fdc-83ae-7d2df39e0f94.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/23f0dd36-3a95-484a-9af7-0df1ad977c63.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/967feee4-cfcc-475a-bf3c-b77a1c4dbc83.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/a9f0f158-7825-4dad-9f7d-6cc2326ac147.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/479574e4-6842-46aa-80e0-a6b7e72bbb3e.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/3b8bf36f-431d-4c8e-8461-77e93d23a5d9.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/93cce1c8-59cd-42e0-a9e3-6fea0fd9a413.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/3f36049f-3a3a-4c3c-b92f-059482b446c6.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/bff902d0-1e08-459a-8038-bb49ee545820.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/3c03344e-5bdf-4419-8e9e-b756d16e1696.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/86788f19-9c5a-4c48-978c-2e78b0c30ffb.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/9c125384-3246-4d5d-834f-5bb05157280b.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/ccb3e0b6-e496-4245-9a9f-b17dea8bbf46.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/e04b566b-293a-47e0-b077-51b5ac28452e.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/9cd7f934-36b8-4e2e-9a2a-e481895cad14.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/590a6783-97ba-453d-a46a-e672a3d9988f.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/f7956c9b-4fe8-4ce1-830f-4e17922c2e75.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/b13e923a-b1ba-42f4-802c-937f09f7a584.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/7242d071-2c5e-4383-ba85-e9491938e04e.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/8bdf1ff7-1320-4fb4-8fef-f8fa14efe11c.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/28b2ea25-5074-4fdd-8f09-af53eea6fc80.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/garbages/6e61b924-11a5-4fe3-83e3-2d08d653254f.jpg,garbage
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/7ec00a22-0606-49c0-97ed-cc929a85342b.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/e5a1cfd9-eaf6-42c3-a1fe-0eda4c42ba23.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/238d5b17-8df6-4119-8b80-73eb590bf40f.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/5b8b3662-3971-4dd0-8ab2-779f9ca98724.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/372b3dc2-a0f3-4ad0-9645-7856fe12484e.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/753ebe4e-59cf-42d1-b2bb-895406195f25.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/fe7de421-6072-4883-a7f9-b08cc3c4de90.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/aa8cf467-b1eb-4486-8e46-2e50420487ee.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/978f18c7-bdad-4c90-a80f-4d303280e3ff.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/5d23d2cc-8945-47ec-aff8-c7a7bb5c8a32.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/66bb7c6f-9635-432b-942e-625d3841ac71.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/5ef4f816-89bf-4c7d-89b5-6e4e342d2e2b.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/45ed2367-602f-4232-99ac-95684d5c3697.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/6d19b5bd-f363-42e7-9052-8e36494be19b.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/ff61ce40-0594-4bc0-906d-c7d6cb55f671.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/fa960047-1f78-4d58-b7e6-9cbe34f88847.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/049404d9-76ac-41b2-ae92-737adc7a791f.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/108a851f-1e81-4c29-b8af-a5240a995954.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/598c4873-d681-4896-9639-136bdbe3f466.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/7346d19c-0bd0-45e0-82b1-1cc7200c5b48.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/9455613c-28ca-40df-8017-f255738b7082.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/e449e81f-6c4e-4959-8593-0e5aca30c7f8.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/0be4ec5e-13c1-4e3f-9092-86ce3e52f281.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/b129422c-dc8b-4baa-a829-6e1cc130ba3f.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/f3bf6f0d-c9b4-4209-a572-de51c929b101.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/01addbf0-0c8a-4e9d-a4b5-6c723b5890c1.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/dbcf6112-1eb3-4a85-9ec3-84d45f719155.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/572f8bad-d858-4fee-b8bf-5ce392fadca1.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/3a4c33d7-b574-4ef7-83aa-764786c24c82.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/da443ec7-9725-4e4d-ae82-3747261e27e1.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/121e5a80-404f-47f7-9098-be1047cec088.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/0889d4ff-fe38-48ea-ba14-1d4cc5387fa2.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/0b2226fe-0b6b-4945-a24f-4ee2deb4e7f9.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/09ab016c-13b5-44dc-9f23-1bfa8bbdad8b.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/6a35ac4f-d740-40ba-991f-87cc58926842.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/9580b5b9-2ef5-4b4b-a2df-7b9a58107ae5.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/7d787f48-c83f-4d4c-a9d9-199fa9e74b9a.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/481ad301-38ea-4117-ac80-cd63f9e9e1b3.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/53969a89-95b8-4079-96d0-07f80b4673ed.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/1b654581-6244-4483-864d-d65ca5afc52c.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/garbages/9ea5ed97-7030-4b63-b4a2-5a6cf19dd9d5.jpg,garbage
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/556e4238-2067-40d0-a219-9e98c9353a62.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/bbc27906-4de3-43ec-af58-ae26a3efc8db.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/39ec85a9-6d21-40dc-abdd-d7ad818a6f25.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/9b6e790c-66da-4983-808a-757175b60c06.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/8508c7ee-c53e-476c-b146-42723553bbf9.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/5d551fdc-e8b6-46a8-950e-0debb267e661.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/39506fe4-f849-40a7-94ea-b4d57e1ceee4.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/f3e2a53f-8cd6-41e5-9aac-2872028a34b0.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/cc566d2e-c66e-4fd6-9004-38a258ab8286.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/6bac1927-6aff-459d-9ab9-fce306ca1959.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/c642dbb4-8c54-49db-a86a-94feed4d8bef.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/cf7af9d8-0f8e-4b11-a9f7-5f75dc39afda.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/8911cc4e-4553-4295-8b73-6c9c8602f391.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/2d743da6-fcd4-4340-8f1d-307ea99b0a05.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/5c070a66-36ee-4189-a923-35db6791c9f2.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/d4809ff4-f290-4466-8238-8f54854de0b3.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/c3853de9-f6d9-490f-a84a-9337c5abec56.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/91a8365c-9e64-4259-a1f1-e79842176686.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/cb33e0f1-145f-471a-a20c-6b72428aaad6.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/4aad1373-d4e9-46a3-af37-3cce17470718.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/6e83dba7-624c-45fd-b63d-2759415df075.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/da180e84-eb96-4a7b-8f38-543e915dac8d.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/d2c40b59-6ccf-4a71-b880-21fb4921b4c9.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/120181b3-a56e-4776-9936-720beab7a36f.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/49916602-bbd9-4a9b-84b7-7f65f233fc23.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/garbages/aa400f89-dede-466b-a9c5-ddf9c77d12a6.jpg,garbage
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/df2c5f41-663b-4011-88e2-6fadebe8237a.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/1b7ce3e3-61be-4222-8d67-3c917a75c912.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/061df76a-190c-4384-b737-87506768c1b8.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/2cd42d06-a50e-4eba-98d7-fd096056ef67.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/5426ae06-6c07-4f47-8662-dea8482e1d01.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/8eac4c69-acdc-486c-845c-05676b631682.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/08aab2a1-3209-44f2-88d5-16932c9e9247.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/7abe11f2-b60f-4978-8b7d-8642fa2376ab.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/fda094a5-3a4d-4697-933e-7611f2876486.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/d7dfab64-353a-4779-8afa-f531979da18a.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/71d6b8e7-2f52-4e8b-9ec4-5fe4df1309d4.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/6da01060-0df2-47a4-8283-5ed0158e3332.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/6e32d6e9-5f9d-4775-bfee-0de3cba91509.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/98e9aae6-b140-4f78-aa1e-aa235c9d5285.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/15057466-349e-4e6b-878d-87be02d54149.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/24eb5ee0-d300-4974-96b4-7529c8eb017b.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/eb3d13fb-c1f4-4622-8a93-366a916fc7fc.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/44aab804-b931-49ba-a117-82d181ff6d81.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/47407d70-e6bc-41b7-bd8e-e2c80b3ab6bb.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/52633646-227e-4c43-9d40-10ab327467de.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/cd2106ad-a782-429b-9326-6f34f12bb52d.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/61e1a3e7-69e6-4bf1-a187-faf68e7ad3e3.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/13d4efd6-8945-452b-85d4-add97f150f6e.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/garbages/8a164dc3-a522-46a7-87ec-0930ada1e89f.jpg,garbage
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/c566f802-d751-4d0a-954f-028efa67c589.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/3b41a1fc-8d53-4a0a-89a0-8aaad79ca774.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/14604e94-d351-4259-9080-742d211feb41.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/05ad4c07-7891-468e-97b4-acf9d71a329b.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/4bae6e9b-42ff-4982-aa73-540bf67a3dde.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/17342e79-8782-4f39-9630-43f2aaa08f5a.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/13d5b9e1-ab9e-4f01-9cfa-973c75349ded.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/c01b6acb-481f-4b67-a077-023106065138.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/1f7f26a1-3ca1-4b6b-9003-5d2bfca62949.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/f70ca5e8-648d-44d9-9a6e-e814812ea2b7.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/7a6d6b9a-e83c-4115-a593-e83fd47c063d.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/e2c9abff-23a7-4e54-bc60-563330d653e8.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/b37f1bac-8796-4126-8dcb-105dd85b7b27.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/15eb1daa-d97e-443c-a5ff-bbf1777f8092.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/530f9378-3961-4999-b79f-11696dce6808.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/371a2ac6-c3f9-40f3-a6b5-ffdce4c619e0.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/b5524d1c-68f6-4f21-bab4-392409a0c35c.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/52626597-f202-4660-99a4-4b6635b542a4.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/garbages/637de0bd-954e-4163-b004-1453947a1140.jpg,garbage
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/garbages/ef17cdc5-491c-4b2d-b504-6aa48dcff0a6.jpg,garbage
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/e8212250-4c1e-4cde-a34d-c0cbf4551569.jpg,water_hyacinth
C:\Users\chris\OneDrive\Documents\School\Thesis\river-feature-extraction-model/images/objects/water_hyacinths/6d691312-573b-436c-bb9e-7b3486c48bf7.jpg,water_hyacinth
